Type;CurrentTime;ClientID;MessageID;NumPackets;MsgTimeQueued;MsgTimeSent;MsgTimeDelivered;MsgTransitTime;MsgSize;MsgRealSender
RCV_MSG;107.17392158375472;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;1b57c44d87fe84f7025a8da09eca656c82b1fe89c6bb7b78b0f5d6fe731c30da;1;105.0;105.31650945570014;107.17392158375472;1.8574121280545768;2;1
RCV_MSG;108.01614137357635;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;4ef8aaf03e7ac94d2fdd4893bb2a4e3055fa753b1251f56b0f3956e4d237f7c3;1;107.0;107.0710080253707;108.01614137357635;0.9451333482056441;2;2
RCV_MSG;108.93520474431502;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;21ba9f96ccc599e0f64b97d9410399634c0c09f777e32c70e39d6ff03a590556;1;108.0;108.1532691218527;108.93520474431502;0.7819356224623135;2;1
RCV_MSG;109.46187762572215;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;a07eacf38acc19cf54128df935039ed9f7068401739754d2484e3497de4ad0fd;1;106.0;106.36701427713756;109.46187762572215;3.094863348584596;2;1
RCV_MSG;109.82370369428816;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;31a11586effff3c7d2e88a01cefc32fde5717469581523ec989124ed60ba133a;1;108.0;108.53320585952;109.82370369428816;1.2904978347681606;2;2
RCV_MSG;109.9163866138176;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;96bc776b81cd7f22f0b7c692cc6759611e42d4e9c4ac35ac0a1c037c62160cb0;1;107.0;107.23719189542456;109.9163866138176;2.6791947183930347;2;1
RCV_MSG;110.25154179339658;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;8297f9a7e578203285c8ff5b21e5677875327eb35a521de9a230ab749568ee88;1;109.0;109.55026657645809;110.25154179339658;0.7012752169384981;2;2
RCV_MSG;110.89010409565167;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;dc784e2fcd2256be16e82942d0908fe967eaa4ac67387f2f992ad50a02dba4ea;1;109.0;109.05250291367392;110.89010409565167;1.837601181977746;2;1
RCV_MSG;111.51330717839586;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;cff2cc6ee2ddda5be09180c71d51aa15f305ed1e0c044d396072c7c669984bfa;1;110.0;110.06468482243014;111.51330717839586;1.4486223559657248;2;2
RCV_MSG;112.10360098257173;f48f0d10faeb4aa4ac86e20a9d9e4e5e2cd58fd4c92fcf96e2ed8e091fdf243b;078f600b64caebd1b9a00a556219854aa0f2bd2fabcf2f046d87264ab2b69ebe;1;110.0;110.29757615052932;112.10360098257173;1.8060248320424108;2;1
